불용어 제거 리뷰,키워드,제품명,피부타입,기능
메디힐 마데카소사이드 마스크팩을 좋아해서 패드 형태로도 나오면 좋겠다고 생각했는데 마침 더블 기획으로 마데카소사이드 패드가 나와서 구매했어요ㅎㅎ 제가 사용했던 마스크 패드는 보통 원형이었는데 메디힐 마데카소사이드 패드는 사각형의 얇은 시트로 되어있어요 얼굴에 붙일 밀착감이 아주 좋습니다 대신 패드는 닦토진정 용도 두 사용하기는 어려울 같고 진정용 팩으로만 사용이 가능할 같아요 사각형 모양의 패드여서 개인적으로 저는 더 좋았는데 원형 패드의 경우는 볼이나 이마를 완전히 덮어주지 못해서 아쉬웠거든요 사각형 패드여서 얼굴에 덮여지는 면적이 더 넓어지고 원형 사이 사이의 빈 곳이 줄어들어서 좋았어요 매일 머리 말리기 전에 패드를 붙여주거나 메이크업 하기 전 진정용으로 붙였다가 떼주기만 해도 화장이 더 잘 먹어서 마음에 드는 제품입니다,"메디힐, 마데카소사이드",메디힐 마데카소사이드 흔적패드,"민감성, 지성, 복합성","흔적, 수분, 진정"
저는 존은 유분기가 있는 지성이고 볼쪽은 살짝 속건조가 있는 수부지 피부입니다 구매 계기 전에 쓰던 패드가 다 떨어졌는데 마침 오특에 있길래 구매해봤습니다 메디힐은 항상 마스크팩만 썼었고 패드는 처음 써보는데 제품 괜찮은 같아요 장점 용량이 많고 가격이 엄청나게 비싸지는 않다는게 장점이라고 생각합니다 마스크팩 쓸때부터 느꼈지만 브랜드 제품들이 전반적으로 자극적이지 않고 순한 같아요 닦토하기도 좋고 머리말릴때 붙여두기도 좋은 두루두루 잘 쓸 수 있는 제품입니다 솜이 머금고 있는 액체의 양도 적당한 같아요 얼굴에 열 올랐을 냉장고에 넣어뒀다가 얹어주면 진정도 되어서 좋았어요 저는 다쓰면 재구매 의사 있습니다,"저는, 존은",메디힐 마데카소사이드 흔적패드,"민감성, 지성, 복합성","흔적, 수분, 진정"
메디힐 마데카소사이드 흔적 패드 본인 피부 상태 건성 모공요철 여드름여드름자국 뾰루지 한줄평 피부 진정을 잘 시켜주고 피부가 좋아진다 장점 피부가 매끈해진다 집게가 있어 집기 편하다 에센스가 들어있다 피부진정이 잘 된다 쓰다보면 요철과 좁쌀여드름도 사라진다 단점 집게가 뚜껑에서 잘 떨어진다 포장 뜯기가 어렵다칼로 뜯거나 하루종일 매달려있어야함 느낀점 이것도 두통째 쓰는데 피부가 좋아진게 보이고 이번에 볼에 뾰루지가 나서 스트레스 받았는데 이거 쓰니까 빨리 가라앉았다 이마에 있는 좁쌉이랑 눈 밑에 있던 요철도 점점 사라지고 있다,"메디힐, 마데카소사이드",메디힐 마데카소사이드 흔적패드,"민감성, 지성, 복합성","흔적, 수분, 진정"
밀착도 잘 되고 밤에 팩처럼 자면 화잘먹 피부 완성입니다 집게가 한장만 잘 안 집혀서 불편했어요,"밀착도, 되고",메디힐 마데카소사이드 흔적패드,"민감성, 지성, 복합성","흔적, 수분, 진정"
에센스양도 많고 얇아서 좋아요 팩으로 대신 사용ㅎ해도 굿 닥토로 사용하기엔 자극되는 느낌이라 살살해줍니다,"에센스양도, 많고",메디힐 마데카소사이드 흔적패드,"민감성, 지성, 복합성","흔적, 수분, 진정"
바이오던스는 인생 마스크팩인거 같아요 3달 사용 후 리뷰 입니다 여드름 엄청심해서 피부과에서 케어도 받아보고 약도 먹어보고 피부 재생 시술도 받아봤는데요 일시적이었지 한번도 깨끗하게 없어졌다란 느낌을 받아본 적이 없었습니다 사진에서 보시더 싶이 저런 피부 상태에서 현재에는 피부에서 광난다는 소리를 들어면서 살고 있어요 팩 자주할때 이틀에 평소엔 삼일에 한번으로 해줬어요 한달째 쯤에 피부가 말끔해지더라고요 두달부터는 라로슈포제 밤을 바르고 붙였는데 광이 나더라고요 지금은 이주에 한번씩 있는데 피부가 좋아져서 팩은 콜라겐이지만 여드름 피부도 좋아진게 신기하네요 추가적으로 나이트 케어 귀찮아 하시는분들 크림 바르고 붙여주면 끝이에요 간편하죠,"바이오던스는, 인생",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
부지런하게 만드는 팩이에요 시간이 지나면 투명해지는데 피부 컨디션 안좋을 때는 빨리 투명해져요 다음날 얼굴이 촉촉해서 화장도 잘 먹고 좋아요 가격만 저렴해지면 좋을것 같아요,"부지런하게, 만드는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
이거 한 다음날에 ㄴ얼굴에서 속광이 올라와서 비싸긴해도 꼭 중요한일정있는전날엔 무조건 해주는편입니다 한번붙힐때마다 최소 1시간에서 2시간은 유지해주는편입니다,"이거, 다음날에",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
시트 자체가 쫀쫀하고 탱글해요 처음 마스크팩을 사용할땐 살살 만진다고 생각하고 만져도 손톱에 긁혀서 찢어졌었는데 안찢어지게 만지는 꿀팁은 손톱 손가락 지문쪽으로만 살살 만지면 찢어지지 않고 쉽게 붙일 수 있어요 콜라겐팩이지만 붙이면 시원해서 쿨링효과가 있고 홍조도 진정돼서 좋더라구요 붙이고 자도 돼서 간편하고 다음날 피부를 보면 광채가 촤르르 흘러 넘치더라구요 팩하나로 모공탄력보습을 다 잡을 수 있고 눈으로 효과가 다 보이기 비싸도 끊을래야 끊을 수 없는 팩이에요 꿀팁 눈이랑 입에서 나온 작은 마스크 조각 3개는 꼬옥 버리지 마시고 야무지게 주름이 더욱 신경 쓰이는 부위 팔자 눈가에 붙여서 뽕 뽑으시길 바래요,"시트, 자체가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
저번에 1매짜리 구매했을땐 굉장히 혹평했었는데요 알고보니 사용했던게 불량이었나봐요 1매 짜리 사용했을땐 얼굴에 밀착도 안되서 줄줄 흘러 내리고 좀만 건드려도 찢어졌었는데 이번에 구매한 7매 세트제품은 겔이 도톰한데도 밀착력 좋고 잘안찢어지네요 ㅎㅎ다행쓰 사용해본 결과 바던 팩은 기초 제품의 영향을 받는듯해요 최소 23시간 사용하는 제품이다보니 시트가 투명해졌을때 피부가 건조 할 수 있어서 기초는 듬뿍 올리시는게 좋구용 자신에게 맞는 기초제품을 사용하는게 중요한거 같았어요 자극적인 성분예를들면 아하바하같은 각질케어성분이 들어간 에센스는 피하시고 팩 전에는 진정 탄력 에센스 위주로 발라주세용 개인적으로 함량높은 미백성분은 발라도 운 안좋으면 뒤집어져서ㅠㅠ 저는 마데카소사이드 제품을 사용해줬답니다ㅎㅎ 중요한 날이나 얼굴에 열감이 심하게 올라올때 시트가 시원해서 사용하기 좋더라구요 정가로는 비싸구용 세일하거나 올영데이때 쿠폰 먹여서 구매하시는걸 추천드립니다,"저번에, 1매짜리",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
수면팩으로 사용할때가 좋은것같습니다 만족하면서 잘 사용하고있습니다 오랫동안 붙혀놓고 제거하면 얼굴에 속광이 잘올라와서 아주 좋아요,"수면팩으로, 사용할때가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
무난하고 좋은데 음 뭐랄까 개당 5000원정도잖아요 이제 딱히 1개당 5000원의 효과는 잘 모르겠는 느낌입니다 ㅎ,"무난하고, 좋은데",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
인기가 많은 제품이라 궁금해서 사봤는데 가격대비 타사 팩들보다 막 좋다는 느낌은 못 받았어요,"인기가, 많은",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
1매 써보고 대용량 구매해서 쓰고 있어요 제가 느낀 큰 장점은 아래와 같아요 1 수면팩으로 사용이 가능하다 2 붙이는 시간만큼 효과가 좋은 편이다 젤리처럼 말랑말랑한 텍스쳐라 손톱에 잘 찢어지니 꺼낼 주의하시고 작은 조각들은 코 옆쪽 뜨는 부분에 붙여주면 좋아요 저는 여유있는 날은 3시간 붙이고 바쁜 날은 아예 붙여두고 자는 편이에요 저는 오래 붙여둬도 괜찮더라구요 엄마랑 사용했었는데 엄마는 수면팩으로 사용하기 건조하다고 하셨어요 그날그날 피부상태나 타입에 사람마다 다를 수 있으니 참고만 해주세요 가격대가 있는편이라 구매할 땐 고민을 했었는데 즉각적으로 효과가 보이는 팩이라 다 쓰면 재구매할 같아요,"1매, 써보고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
온라인몰에서만 구매 가능했는데 매장에 입점했길래 올영세일 할인할 구매했어요 겔 마스크들에 비해 보습감이 탁월해요,"온라인몰에서만, 구매",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
피부염 언급 설마 난 아니겠지 했는데 마스크팩하면서 얼굴 이렇게된거 처음 도대체 머때문일까요 첨엔 멀정했는데 갑자기 얼굴 벅벅가려워서 1시간도 못 붙이고 뗌 너무충격 울퉁불퉁한거 바이오던스 붙이고 된거에요 피부좋다는말 많이듣는 피부임,"피부염, 언급",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
귀차니즘으로 팩을 잘 안 하는 저에게 잘 맞는 팩이라고 생각했어요 옆으로 누워야 잠이 들고 잠꼬대가 심해서 안 맞더라고요 똑바로 누워서 자고 뒤척이지 않는다면 붙이고 자는 제품의 효과를 100 느낄 수 있지 않을까 합니다 할인할 때랑 안 할 때의 가격이 차이가 나서 장당 5000원 가까이 주고 사기에는 비싸다는 생각이 들어요 가격대가 있는 팩이다 보니 선물용으로 더 좋지 않을까 합니다,"귀차니즘으로, 팩을",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
이거 하면 피부에서 속광이 잘올라오고 내 피부가 좋았던것처럼 맘에들어요,"이거, 하면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
콜라겐팩 중에서는 만족하고 사용하고 있는 거 같습니다 금액대가 높은 편이지만 세일할때 쟁겨두면 좋아요,"콜라겐팩, 중에서는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
부지런하게 만들어주는 팩이에요 자려면 집가서 씻고 붙여놔야해서 강제 부지런해집니다,"부지런하게, 만들어주는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
바이오던스의 세라놀 팩을 잘 써서 얘도 구매해본 콜라겐팩답게 붙이자 마자 쿨링감이 있어요 콜라겐팩 자체에서 오는 쿨링감이고 안에 든 성분때문은 아닌듯 쿨링 효과 지속은 세라놀 팩이 더 길었어요 피부 열감 낮추기엔 세라놀 팩이 나은듯 모공과 탄력 기능 개선 부분에선 글쎄요 점에서는 딱히 효과를 못 봤네요 제가 워낙 예민한 피부라 그런지는 모르겠지만 팩을 붙이면 피부염같은게 종종 올라오기도 했고 ㅠ ㅠ 뭐랄까 피부 상태를 타는 같아요 피부가 조금이라도 안 좋은 상태에서는 못 쓰고 피부가 나쁘지 싶으면 조심스럽게 사용할 수 있는 그마저도 수면팩으로는 불가능해요 유효성분 흡수에는 좋을지언정 피부 자체에는 자극이 가더라고요 떼어낼 때도 아프고 3시간이 한계임 총평 유명해서 사봤지만 큰 효과는 없었던 저처럼 피부 예민한 분들은 같은 브랜드의 세라놀팩파란색 콜라겐팩 사세요 저는 그건 괜찮더라구요 더 시원하고 순해서 걔는 요즘도 종종 사용하고 있음,"바이오던스의, 세라놀",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
무게감이 느껴지긴 확실히 뗄 보습감이 느껴지고 쫙 흡수된 느낌이에요,"무게감이, 느껴지긴",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
가격대는 가성비가 전혀없지만 약속있는 전날 써주면 다음날 확실히 틀림,"가격대는, 가성비가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
사용 전이예요 새로 보이는 제품이라 구매해봤어요 사용감이 기대됩니다,"사용, 전이예요",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
시트팩 두께는 두껍지 않아서 밀착력 있게 피부에 붙어있고 수분 보습력이 낭낭하고 시트에 넉넉하게 묻어있고 남은 에센스 양으로 바디에 바르니 좋더라구여 요즘같은 환절기에 추천추천,"시트팩, 두께는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
비싼 마스크팩은 처음이지만 수면팩으로 쓸 수 있어서 한 번 사봤어요 이왕 사는 거 개당 가격 싼 7개 묶음으로 눈이랑 입 구멍 쪽 마스크팩도 입술 옆이랑 코 옆에 붙이고 위에 위쪽 아래쪽 마스크 붙이면 고정도 되고 빈틈 잘 사용할 수 있어요 시트보다 공기도 덜 찬다 해야하나 쫙쫙 펴져서 얼굴에 빈틈 붙어서 좋아여 앰플 바르고 수면팩으러 하면 더 좋다는 후기 비타민 앰플 바르고 팩 붙였어요 아침에 얼굴 어떨지 궁금함,"비싼, 마스크팩은",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
요새 피부가 예민해서 진정용으로 사용하고있어요 술먹고 피부가 건조하고 붉어짐이 심해지더라구요 숙취에 힘들어도 꼭 붙히고 기절합니다ㅋㅋ,"요새, 피부가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
가격이 진짜진짜 사악 잡채지만 스페셜케어용으로는 아주 굳,"가격이, 진짜진짜",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
자극없이 순하고 보습 진정에 탁월합니다 꾸준히 써보니 쟁여탬으로 등극 시트도 밀착력이 있어서 붙이고 집안일 사용해도 굿,"자극없이, 순하고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
좋아하는 콜라겐팩입니다 자기전에 수면팩처럼 붙혀두고 자는편인데 아침에 일어나면 얼굴에 속광이 반짝반짝올라와서 꼭 중요한 일정에는 이제품을 해주곤해요,"좋아하는, 콜라겐팩입니다",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
다들 좋다고 해서 구매했는데 사실 가격만큼 하는지는 모르겠어요,"다들, 좋다고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
좋아요 하고나면 속광이 차오르는 느낌입니다 중요한날전날엔 꼭 필수로 해주는데 당일날 피부 화장도 잘먹어서 맘에 듭니다,"좋아요, 하고나면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
몇박스나 사용한 찐 애정템입니다 하고나몀 즉각적으로 윤광이 나서 좋아하는팩입니다 그리구 피부가 뒤집혔을때 해주면 진정되는 느낌도 있어서 좋아해용,"몇박스나, 사용한",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
재구매 꾸준히 있어용 듬뿍 크림 올리고 이거 붙이면 싹 먹음,"재구매, 꾸준히",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
잘 잘 쓰고있어요 쓰고나면 티가 나서 넘 좋아요 비싸지만 값합니다,"쓰고있어요, 쓰고나면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
한 번 사용햐보고 나쁘지 않아서 세일기간에 재구매했어요 붙히고 자면 되는거라 편해요 단점은 잘 붙혀야 거네요 잘 찢어져요,"사용햐보고, 나쁘지",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
수면팩으로 사용하는 제품이다보니 시트가 투명해졌을때 피부가 건조 할 수 있어서 기초 제품은 듬뿍 올리시는게 좋구용 팩으로 사용시 최소 23시간 붙이고 있으므로 사용 전 바르는 제품의 영향을 받는듯해요 피부에 잘 맞는 기초제품을 사용하는게 중요한거 같았어요 자극적인 성분예를들면 아하바하같은 각질케어성분이 들어간 에센스는 피하시고 팩 전에는 진정 탄력 에센스 위주로 발라주세용 개인적으로 고함량 레티놀 에센스크림은 제 경우 발라도 운 안좋으면 뒤집어졌어서 마데카소사이드 제품을 사용해줬답니다 중요한 날이나 얼굴에 열감이 심하게 올라올때 시원하게 사용하기 좋더라구요 가격 음 정가로는 비싸구용 세일하거나 올영데이때 쿠폰 먹여서 구매하시는걸 추천드립니다 저는 한달째 잘 사용하고 있어요 재구매는 가끔 생각날때 한번씩 중요한 날 하루 전에 사용하면 좋아요,"수면팩으로, 사용하는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
선물용이어요 케이스에 세트로 들어있어서 선물용으로 좋습니다,"선물용이어요, 케이스에",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
넘 비싸서 세일 구매했어요 붙이고 자도 된대서 붙이고 잤는데 제가 오래 잔건지 부분부분 붉게 올라왔어요 조절 잘 해야할 거 같아요,"비싸서, 세일",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
얼굴에 붙지도 않고 떨어지고 세개째 뜯으니 찢어져있네요 도대체 붙지도 않는걸 팩으랍시고 판매하는건가요 효과가 어떤지도 모를만큼 스르륵 떨어지고 500원짜리 팩보다 별로에요,"얼굴에, 붙지도",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
이거 유튜브에서 광고하는거 엄마가 팩 못떼고 잠드는거 생각나서 사드렸는데 비싸서 자주는 못해도 좋은 같아요,"이거, 유튜브에서",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
현직 올영 메이트의 찐 간증 후기 콜라겐 팩 중에 요즘 매장에서 나가는 제품인 거 같아요 사실 온라인에도 광고가 뜨기도 제품력보단 광고때문에 많이들 구매하시는 건가 싶어서 안써보다가 어머니가 요즘 주름 걱정이 많으셔서 일반 시트팩보다 덜 마르고 촉촉한 수분감이 오래가는 팩을 찾다보니 문뜩 궁금해져서 구매하게 되었어요 가격대가 할인을 해도 부담이 되긴해서 고민은 했지만 역시는 써보니까 가격대가 높은데도 인기가 많은지 알겠더라구요 보습감도 오래가고 최소 3시간 정도는 붙여줘야 팩이 투명해지는데 투명해지는 모습이 눈에 보이는 것도 신기하고 사실 보습감이 엄청나서 수면팩으로도 사용하고 아침에 떼냈을때 건조한 느낌없이 아주 화장이 잘 먹어서 만족스러웠습니다 수분과 콜라겐 다 사용해봤는데 사용감에선 큰 차이를 모르겠어서 더 원하는 성분 위주로 선택하시면 좋을 거 같아요 얼굴에 유분이 도시면 수면팩보단 34시간 후 투명해지면 떼시는 걸 더 추천드립니다 수면팩으로 쓰면 상황에 점 무겁게 느껴지기도 하더라구요 도움이 되셨다면 좋아요 한번씩만 눌러주세용,"현직, 올영",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
겔타입 마스크팩은 잘 안써보다가 접해보고 확실히 일반 시트팩보단 효과가 좋다는 것을 깨달아버렸어요 돈은 비싸지만 효과가 다음날 화장이 잘 먹어야하거나 피부 상태가 최상이어야 하는 날 전 저녁에 사용해줍니다 저는 얼굴이 지성이라 저녁에 수면팩으로 사용해도 괜찮았는데 건성분들은 건조하게 느낄 수도 있을 거 같아요,"겔타입, 마스크팩은",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
재구매의사 한줄평 하이드로겔 마스크팩이 궁금하다면 추천 요즘 자주 바이오던스 마스크팩이 보여서 콜라겐이랑 세라놀 마스크팩 두개 다 구매해봤어요 비교했을 큰 차이점이 느껴지진 않고 파란색이 더 수분감 있어요 제가 사용해본 겔 마스크팩 중에 사용감이 좋은 편이고 얼굴이 당기는 정도까진 아니지만 팩하고 건조해서 항상 크림 더 발라줬어요 실제 효과보다는 집에서 피부관리를 해준다는 느낌과 뗄 때의 쾌감 재구매 고민할 같아요 손톱에는 잘 찢어지는 편이니 손가락으로 얼굴에 붙이는걸 추천해요 저의 리뷰가 도움되셨다면 꾸욱 부탁드려요,"재구매의사, 한줄평",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
나 외국 인플루언서들도 홍보하길래 써봤는데 이게 인기일까요 토너나 기초 붙이면 이게 맞나 싶을 정도로 답답하고 뭐 5시간 쓰고 떼라는데 떼는 순간 자극이 어마하게 느껴져요 얼굴에 장시간 붙여놓기위해 밀착력을 늘린거 같은데 별로라서 할 말이 없음 홍보에 쓸 돈을 마스크팩에 녹인 같음 가격대비나 홍보대비 별로라 1점 줬어요 한 23점 돼요 가격이 터무니 비싼데 효과도 모르겠어요,"외국, 인플루언서들도",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
좋어영 굉장한 고보습 콜라겐팩이라서 건조하고 탄력없는 분들이 사용하면 최강일듯 저는 너무 지성이라서 트러블나요 그치만 촉촉해서 좋아 아뮤튼 저는 수면팩으로 유용하게 잘 썼습니다 마음에 들어요,"좋어영, 굉장한",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
음 걍 개당 오천원 솔직히 효과 젤 좋은 거로는 모델링팩이 최고입니다 떼고 치우는 게 ㄱ귀찮을 뿐 ㅎ 아무튼 조곰 비싸다고 느껴져요 ㅠㅠ 외에는 잘 효과도 잘 그냥 그래요,"개당, 오천원",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
유명한 마스크팩이라고 추천 받아서 써봤어요 피부에 밀착감이 좋고 효과는 음,"유명한, 마스크팩이라고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
금액만 더 저렴하면 더욱 자주 구매할 같아요 제품 자체는 아주 만족스럽습니다,"금액만, 저렴하면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
팩이 투명하게 바뀔려면 시간이 걸리지만 효과는 좋은 같습니다,"팩이, 투명하게",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
투명하게 바뀔려면 시간이 오래 걸리지만 그만큼 효과가 좋은 같아요,"투명하게, 바뀔려면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
너무좋아요 혁명템이에요 너무좋아요 비싼만큼 좋아요,"너무좋아요, 혁명템이에요",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
마스크팩 붙히고 잠든다음에 일어나면 푹 잔것처럼 피부가 좋아져요,"마스크팩, 붙히고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
향도 괜찮았고 자기전에 붙히고 자니까 좋고 다하고 남은 팩은 비닐봉투에 모아두고 족욕할때 넣어서 사용하니까 좋아요,"향도, 괜찮았고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
수면팩으로 사용할때가 좋은것같습니다 만족하면서 잘 사용하고있습니다 오랫동안 붙혀놓고 제거하면 얼굴에 속광이 잘올라와서 아주 좋아요,"수면팩으로, 사용할때가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력"
메디힐 마데카소사이드 에센셜 마스크 흔적 리페어 팩 제후기는 시간날때 심심할때 읽어 보시고 도움되세요 메디힐이 올리브영 생기기전 롭스 매장이 있던 오래전에 메디힐 마스크팩이 나왔어요 당시에 티트리 마스크팩 그외 여러가지 나왔는데 저렴하고 성분좋은 마스크팩을 출시한 중소기업으로 독보적이였어요 지금은 올영입점 안하는 온갖브래드에서 성분좋은 저렴한 팩들 많치만요 메디힐도 피이지 피피지 쉐어버터 향료등 빼고 점점 좋은성분들만 넣고 불필요한 성분 자극가는 성분 빼고 점점 반전한 브랜드랍니다 아마도 2009년ㅡ2010년 이때쯤 제기억에 메디힐 마스크가 롭스매장에서 불티나게 팔렸어요 당시 여드름 피부라 메디힐 티트리마스크팩 아침저녁으로 붙였던 기억이 나고 이제 성분보면 나이아신아마이드ㅡ미백성분 수분성분 보습성분 추출물 ㅡ독특한게 해수 들어있네요 판테놀 ㅡ다들 올영라이브에서 들어서 아시는분들은 아실듯한 피부장벽성분 들어있고 세라마이드엔피 1개들어있고 세라마이드 종류는 여러종 들어가야 좋아요 마데카소사이드 50들어 있네요 마데카소사이드 는 3종이상이 들어가야 좋은데 요부분이 아쉬워서 별하나 뺍니다 결론 ㅡ극민감피부 속건조한 지성피부 여드름피부 건성피부 모든피부 쓸수있는 평소 관리용으로 쓸 수분보충 진정 미백 함럄미기재로 알수없음마스크팩입니다 온갖성분 다 들어간 팩류도 많으나 하루는 미백 하루는 진정 하루는 주름탄력 모공 나누어서 마스크팩을 하셔야 피부는 더 좋아지고 다른성분들이 제기능을 할수 있어요 주름 탄력 모공 고민인분은 여러종류의 다양한 펩타이드류와 콜라겐아데노신 요4가지가 꼭 들어간 마스크팩 고르시면 됩니다 복잡하고 어려운 성분 쉽게 찾으시라고 글씁니다 도움되세요 매일 올영입점외 중소기업 수많은 마스크팩들이 신상들이 눈만뜨면 쏟아져 나오는 뷰티 전성기라 저도 수시로 성분보고 팩을 사는데 큰 냉장고 하나가 전체가 마스크팩을 보관해요 광고 이름 제품 브랜드 보지말고 성분과 함량만 고르시면 피부과 안가도 되요 10대때부터 마스크팩 꾸준히 하는걸 추천합니다,"메디힐, 마데카소사이드",메디힐 티트리 에센셜 마스크,"복합성, 건성","진정, 보습"
가을이 오면 어김없이 건조해지는 피부 이번에도 예외는 없었어요 콜라겐 영양 가득 채워줄 마스크팩을 찾다가 메디힐 콜라겐마스크팩을 써보게 됐어요 처음 사용했을 때 마스크팩을 얼굴에 올리자마자 시원하고 촉촉한 느낌이 들었어요 마스크팩 시트 자체가 얇아서 밀착감이 좋았고 에센스가 듬뿍 들어있어서 피부에 착 감기더라고요 특히 향이 은은해서 사용하는 기분까지 좋아졌어요 팩을 떼어낸 후 먼저 느낀 건 피부가 아주 촉촉하고 탱탱해졌다는 점이었어요 평소에는 팩을 나면 끈적임이 남는 경우가 많았는데 느낌이 없었고 에센스가 피부에 쏙 스며들어서 산뜻했어요 제가 사용하는 좋았던 건 붉은 기가 싹 가라앉는 거였어요 요즘 날씨가 갑자기 변해서 피부가 예민해지고 있었는데 마스크팩을 나니 붉어진 부분이 금방 진정되더라고요 한 번만 써도 확실한 진정 효과가 있어서 급할 쓰기 좋았어요 가을철 피부는 건조해지기 쉽잖아요 마스크팩은 사용 후에도 오랫동안 촉촉함이 유지돼서 좋았어요 수분감이 피부 속까지 꽉 채워진 느낌이라 날 아침에 세안할 때도 피부가 땅기지 않고 부드러웠어요 마무리로 가을철 건조하고 탄력이 떨어진 피부를 위한 최적의 마스크팩으로 추천드리고 싶어요 저한텐 가을 겨울 필수템으로 자리 잡았어요,"가을이, 오면",메디힐 티트리 에센셜 마스크,"복합성, 건성","진정, 보습"
