불용어 제거 리뷰,키워드,제품명,피부타입,기능
튜브타입이 더 청결해사 좋은거 같아요 가볍게 바르기 좋은 크림 입니다,"튜브타입이, 청결해사",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
자극없이 순한건 좋은데 겨울철 보습엔 약하네요ㅠ 바르고 다른크림 더 발라야할듯요,"자극없이, 순한건",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
순해서 자극없이 쓰기좋구여 건성분들은 보습이 약할수도 있어요,"순해서, 자극없이",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
저는 유명템이고 피부 상태가 예민해서 따갑게 느껴지는건가 생각해서 몇달 짱박아두고 문득 생각나서 사용해봤는데요 따가워요 미세바늘 수십개로 얼굴을 와다다다 찌르는 느낌이에요 민감성 수부지이지만 바르고 따가운 크림은 얘가 처음이에요 여드름이 난다거나 하진 않지만 따가워서 못쓰겠어요 따가워요,"저는, 유명템이고",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
음 수분 100에 몰빵한 크림이라 지성이 여름에 쓰기 좋은 같아요,"수분, 100에",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
내 남자친구가 좋아하는 크림 그는 지성 피부를 가지고 있고 항상 크림이 그의 피부를 지성으로 만들고 발진을 일으킨다고 불평합니다 남자친구는 크림을 사용하기 시작한 이후로 피부의 혼란이 개선되었다고 합니다 두껍고 기름진 제품을 바를 여드름이 잘 생기는 지성 피부를 가진 사람들에게 크림을 추천합니다,"남자친구가, 좋아하는",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
한달이상 후기 겨울에 사용했던 크림이에요 건성피부가 겨울에 사용하기엔 보습력이 약한편이지만 자기전에 앰플 먼저 바르고 수분크림 듬뿍 올려서 수분 보충용으로 사용했더니 괜찮더라구요 건성피부는 겨울 여름에 사용하기 좋을 제품이에요 향은 없고 가벼운 제형이에요,"한달이상, 후기",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지 레드블레미쉬 크림은 여름에 추천드리는 제품입니당 피부가 지성이신분들은 겨울에도 추천해용,"닥터지, 레드블레미쉬",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지 블레미쉬 수딩크림 년차 사용중인 찐 리뷰입니다 사용한지는 한 3년정도 된거같아요 저는 건성피부인데 사실 닥터지 수딩크림은 겨울에 크림으로 사용하기 어려워요 가벼운편이고 건성피부가 쓰기엔 얼굴 당김이 있어요 저는 겨울 제외한 나머지계절 여름에는 스킨바르고 닥터지만 발라도 최고 순하고 진정도되고 정말정말 순해요 피부가 거칠어지거나 예민해질때 닥터지만 발라줘도 진정되더라구요 겨울에는 아무래도 건조하기ㄸㅐ문에 저는 닥터지는 겨울엔 로션용으로 사용해요 토너닥터지보습크림 이렇게요 괜찮아요 닥터지는 금방 잘 스며들어서 겨울엔 중간단계로 사용하기좋아요 닥터지만 사용하고싶은분들은 펴발라주시고 몇분뒤에 더 발라도 되용 저도 겨울에 얼굴 예민해진다싶으면 토너바르고 닥터지 블레미쉬크림만 한 두번 덧발라주는데 좋네요,"닥터지, 블레미쉬",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지 수분 크림은 몇년째 사용중입니다 촉촉함이 오랫동안 유지됩니다,"닥터지, 수분",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
두달정도 사용했습니다 수분크림답게 보습력이 좋아요 속 건조가 심한 편이라 수분크림을 사용해도 얼굴에 겉도는 느낌이었는데 제품은 느낌 속건조까지 싹 잡아줍니다 젤타입이라 사계절 상관 사용 할 수 있고 가벼운 제형이라 화장 전에도 사용 가능해요 성분도 순한 편이라 민감성이신 분들도 믿고 사용할 수 있을 같습니다 가벼운 수딩젤 같은 제형에 촉촉한 느낌이라 자주 사용하고 있어요 자기전에는 수면팩처럼 도톰하게 발라주면 다음날 피부 최고 아쉬운점은 펌프나 튜브형식이 아니라 사용하기가 불편해요ㅠㅠ 위생적으로 사용할 수 있도록 증정품처럼 튜브형식으로도 출시되면 좋을 같아요 속건조가 심하신 분들이나 가벼운 타입의 수분크림을 사용하시는 분들 꼭 구매해보세요,"두달정도, 사용했습니다",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
제형은 여름에 쓰기 좋아요 자극 순하고 부드러워요 마스크랑 열 뾰루지가 나서 걱정인데 좋은 거 같아요 처음 써봤는데 좋아서 이것만 쓰려고요 바르고 화장도 안 밀리고 잘 흡수되어서 좋아요 양도 많고 좋아요 냄새도 좋고 촉촉해서 수분 진정에 좋아요 시계는 안 만들었지만 만드려고요 크림은 스푼까지 있어서 위생적으로 사용할 수 있어서 좋아요 토너에 화장솜은 부드럽고 자극적이지 않아서 좋아요 주변 사람들한테 좋은 토너랑 크림 있다고 자랑하고 소문내려고요 이걸 알았는지 후회하고 있어요ㅠㅠㅠ 빨리 알았다면 좋았을텐데ㅠㅠ 좋은 제품 알게 되어서 행복하고 신나네요ㅎㅎㅎㅎ 한 번 쓰면 쓰게되는 제품이라서 큰일이네요ㅎㅎ 꾸준히 잘 써서 피부 좋아질게요 다들 아기 피부로 태어나세요ㅎㅎㅎ 닥터지 좋은 제품 만들어주셔서 감사합니다ㅎㅎ,"제형은, 여름에",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
항상 사용했던 제품인데 안쓰고 있었더니 피부가 엉망이네요11한다길래 얼른 사왔습니다 마침 방에 시계가 없는데 시계키트도 있길래 만들어 봤네요,"항상, 사용했던",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
벌써 한 10년은 쓴 같은 수딩크림 진정효과가 뛰어나서 잘 듬뿍 올려 슬리핑마스크처럼 사용하기도 하는 팩겸용 크림,"벌써, 10년은",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
수딩크림이아죿이네요 부드럽게ㅡ발리면사ㅜ아주 버삽이 짱짱하네요ㅠ굿굿,"수딩크림이아죿이네요, 부드럽게ㅡ발리면사ㅜ아주",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
유명하다고 해서 구매해서 사용해봤는데 확실히 크림이 발림성이 부드럽고 좋아요 제형은 무거운 크림제형은 아니고 부드러운 로션제형이에요 그런지 얼굴에 바를때 잘발려서 좋더라구요 흡수도 빨리돼서 끈적임 꾸덕거림 잔여감느껴지는거 싫어하시는 분들에게 추천드리고 싶어요 금방 흡수된다고 보습력이 떨어지는것도 아니에요 속보습까지 채워줘서 촉촉하고 좋아요 저는 저녁에 자기전에 바르는데 아침에 세안할때 피부가 뽀송하고 부드러워서 좋더라구요ㅎㅎ 에스네이처꺼 처음써보는데 만족해서 지인들한테도 추천드렸어요 에스네이처 크림이 살짝 가볍다 싶으면 에스네이처크림 바르고 조금더 무거운 크림 자기전에 발라도 괜찮아요 요즘같이 날씨 추울때는 금방 흡수 되는 편이더라구요,"유명하다고, 해서",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
꾸준히 사용중인 아침용 크림 유명해서 입아픈제품 떨어지면 불안 예비한개씩 구비,"꾸준히, 사용중인",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
화장 전 수분크림으로 구매했어용 1개 구매하나 11으로 구매하는게 더 좋은 거 같아소 11으로 구매했어욘ㅎㅎ 이미 패드는 쓰는 중이었고 건조해진 날씨에 로션 바릉 수분크림으오 주문했아옹 양조절 실패해서 발라버려서 두두두 촵촵하고 두두리니까 아주 광이 기깔나요 ㅠ 종일 저녁에 강철바람에도 그떡없는 화잘먹 크림 인정합니다,"화장, 수분크림으로",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
현 올리브영 메이트 등급의 리뷰 수부지 지성피부 평소 화잘먹이지만 가볍고 흡수 잘되는 수분크림을 찾던와중 유독 에스네이처 크림이 인기가 많아서 구매해봤는데 인생템입니다 벌써 두번째 구매인데 세일할때 기획세트로 사면 2만원 중반대에 살수있어서 비싸지만 용서됩니다 그나마 수부지 지성피부인데 촉촉하지만 가볍게 마무리되서 속 수분을 가득채워줘서 피부를 쫀쫀하게 만들어주는 제품이예요 이름처럼 화잘먹 피부 인정 확실히 아침에 바르고 화장을 해주니까 화장이 뜨거나 건조해서 갈라지지않었어요 크림이 튜브형이라 사용하기 편했어요 스파츌라가 필요없다니 세상 간편 건성분들은 건조할거같고 지성이나 수부지분들 한번만 써주세요 지성을 위한 크림입니다 화잘먹 피부 가능 장점 촉촉하지만 가벼운 타입 튜브형이라 사용하기 편함 화잘먹 피부 세상 쫀쫀해짐 단점 세일 안 사기엔 부담스러운 가격 이정도까지 비싸야되나 싶음,"올리브영, 메이트",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
제가 저번에 혹평을 남겼었는데 거기서 처박템 될 예정이라고 했잖아요 그말대로 됨 리뷰 쓴 이후로 손도 안댔어요 사용감이 별로였어서 아직도 기억남 이상한 기름기도 느껴지고 수분천재는 다 날라가버리는 수분이라 광고만 하지 내실은 없는 크림,"제가, 저번에",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
에스네이처 아쿠아 스쿠알란 수분크림 한달 사용 리뷰입니다 구매당시 첫구매였는데요 구매당시에 올리브영에 입점되어서 뜨기 시작하기 직전이였었거든요 호기심에 궁금하길래 구매해봤었었습니다 저는 수분 부족형 지성이예요 되게 이도 저도 아닌 애매한 타입이죠ㅠ 개기름이 돌아서 안 건조해보이지만 사실은 속은 건조해서 당기고 각질뜨고 티존은 유분끼 낭낭해서 기름 제거해줘야되구요 이게 뭐 바르기 예민해서 화장품 고를때마다 고민인데 제품은 수분감이 촉촉하긴하더라구요 아쉽게도 유지력은 오래가진 않아요 처음 발랐을땐 가볍게 수분감있네 했는데 바르다보니 유분감이 올라오더라구요 신기했어요 유분막이 형성되는 느낌이랄까ㅋㅋ 그러다보니 얼굴에 유분기도 겉돌구요 속까지 채워주는 느낌은 아니예요ㅜㅜ 구매하고선 아쉬운 제품입니다 지성분들은 안맞으실거같아요,"에스네이처, 아쿠아",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
환절기에 무난하게 사용하기 좋은 촉촉한 제형 절대 기름지지는 않음,"환절기에, 무난하게",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
젤크림 같은 제형이라 가볍고 촉촉한데 저는 꾸덕한 제형쓰면 피부가 뒤집어지길래 이런종류만 쓰는데 이게 딱맞고 좋아요,"젤크림, 같은",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
지성피부 기준 유수분밸런스 맞추기 좋은 무난한 수분크림 여름엔 수분감많은 젤타입을 쓰다가도 겨울만 되면 찾게 되는 만만한 제품 살짝의 유분이 들어간 수분크림이라느낌상 37 겨울철에 쓰기 좋다 토너와 에센스로 수분빵빵하게 넣어주고 위에 코팅해주는 식으로 살짝 덧발라주면 빤딱빤딱 탕후루 피부가 됨 바르면 피부가 쫀쫀해져서 매트파데도 잘 먹음 양조절 못하면 유분도 빨리 올라오고 좁쌀도 올라옴,"지성피부, 기준",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
몇통째인지 모를정도로 세일때마다 쟁여서 사용중이예요 인생템이죠 겉돌지않고 잘 스며들어서 얼굴에 유수분 발란스가 잘 맞아서 좋아요 향도없고 순하고 왠만한 피부에 다맞출것같은 크림임니다 조아요,"몇통째인지, 모를정도로",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
에스네이처라는 브랜드는 처음 들어봤는데 할인 사보니 좋네요 스쿠알란이 들어가서 보습에도 발림성이 더 좋은거 같아서 일상 크림으로 쓰기 따봉,"에스네이처라는, 브랜드는",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
바르몈 촉촉하고 보들보들해요 좋아요 5통째에요,"바르몈, 촉촉하고",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
구매한 이유 통째 사용하는 찐템 입니다 사용 후기 수분을 잘 채워줘서 마음에 들어요 화장전에 꼭 바릅니다 좋아요 재구매 의사 구매할거에요,"구매한, 이유",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
가볍고 피부에 수분감 충전해주기 좋았어요 어워즈 기획이라 내용물이 실해요,"가볍고, 피부에",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
가격도 저렴하고 수분 충전도되서 부담없이 사용해요 벌써 6통째,"가격도, 저렴하고",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
보습도 좋고 자극이 없어서 좋아요 재구매예정입니다 강력 추천합니다,"보습도, 좋고",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
피지를 조절해준다는 느낌을 받았어요 작긴 11이라 나쁘지 않음,"피지를, 조절해준다는",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
수분크림 정착해서 쓰는 제품이 없어서 이걸로 구매했어요 이거 쓰는 트러블 없었고 가벼운 느낌 수분크림이라서 잘 쓰고 있어요,"수분크림, 정착해서",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
촉촉해서 아침애 사용하기 좋습니다 재구매 의사있습니다 보습에 좋아요,"촉촉해서, 아침애",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
건성 민감성인데 제품 자체가 순하고 보습도 잘 되는 같아서 좋고 엄마가 거를 써보시고 더 주문하라 하셔서 사봤습니당 마무리감이 끈적이거나 하지 않아서 좋고 유분기도 많은 느낌이 아니라 좋습니당,"건성, 민감성인데",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
건성의 건성 피부를 가진 1인으로써 만족합니다,"건성의, 건성",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
바르고 있으면 유분인지 수분인지 얼굴에 샥 올라와서 신기해요 오랜만에 잘 맞는 수분크림 찾아서 좋네용 복합성 수부지 무거운 제품은 못바르고 하루에 요고 여러번 발라주고 있어요,"바르고, 있으면",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
이거쓰면 여드름 올라오나요 볼에는 여드름이 안 나는데 크림 바꾸고 여드름이 올라오네요 민감성인 분들 참고하세요,"이거쓰면, 여드름",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
2통 비우고 3통째 사용중입니다 무겁지 않고 흡수도 잘되어서 좋아요 피부 뒤집혔을때아토피여드름 토너나 세럼 안바르고 이것만 발랐어요 자극 없고 수분만 공급해줘서 계절 딱히 안타는거 같아요 건조하다 싶으면 덧바르거나 보습크림 추가하고 무겁다 싶으면 소량으로 발랐어용 건성일때도 잘발랐는데 지금은 복합성으로 피부가 바뀌었는데 잘쓰고 있어요 강추,"2통, 비우고",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
에스네이처 수분크림 좋아요 스쿠알란성분때문에 구매했어요,"에스네이처, 수분크림",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
한동안 에스네이처 광고하고 홍보할 안 사고이제 와서 사고 후회했어요 잘 맞을 줄 알았으면 얼른 살 걸,"한동안, 에스네이처",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
제피부에는 너무잘맞아요부드럽고 쓰기편하네요잘쓰고있어요,"제피부에는, 너무잘맞아요부드럽고",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
아침 화장전에는 요즘 무조건 얘만 쓰는데 확실히 날 추워지니까 건조한 느낌은 있어요 화장 잘먹고 유수분 밸런스가 잘 조절되는거같아요,"아침, 화장전에는",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
정말정말 몇통째인지 모를정도로 마니사용하고잇고 많은 사람들에게 홍보하고잇어요 선물용으로도 강추 유수분 발란스를 맞춰서 겨울에도 각질이 안일어나고 환절기에도 아주좋고요 여름에도 기름지지않아서 대만족하는 사계절 아주좋은 크림이예요 세일할때 무조건 쟁여탬 되엇어요 어제도 칭구에게 알려서 구매하게 만들엇네요,"정말정말, 몇통째인지",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
화잘먹템으로 워낙 유명하기도 하도 주변에서 추천을 하길래 구매 해봤어요,"화잘먹템으로, 워낙",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
정말정말 몇통째인지 모를정도로 마니사용하고잇고 많은 사람들에게 홍보하고잇어요 선물용으로도 강추 유수분 발란스를 맞춰서 겨울에도 각질이 안일어나고 환절기에도 아주좋고요 여름에도 기름지지않아서 대만족하는 사계절 아주좋은 크림이예요 세일할때 무조건 쟁여탬 되엇어요 어제도 칭구에게 알려서 구매하게 만들엇네요,"정말정말, 몇통째인지",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
화잘먹템으로 워낙 유명하기도 하도 주변에서 추천을 하길래 구매 해봤어요,"화잘먹템으로, 워낙",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
수부지한테 좋아요 속건조도 잘 잡아둡니다 앰플이랑 쓰면 더 좋아용,"수부지한테, 좋아요",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
수분가득입니다 처음에 짤때는 무거운가싶은 제형인데 바르면 얇게 밀착되며 촉촉하게 발리고 시원하게 해주는 같아요 수부지인데 겨울에 유용하게 쓰고있습니다 피부를 쫀쫀하게 해줘서 화장도 잘 먹구요 여름에 쓰기는 이후 화장이 밀리거나 할 수있어 사용에다소 무리가 있다고 생각이 되어 가을 겨울철 용으로 좋은 것같습니다 나중에 할인할 때마다 쟁겨놔야겠어요,"수분가득입니다, 처음에",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
처음에 친구가 크림 일주일 쓰고 피부 좋아졌다해서 써보라고 추천해서 써봤는데 괜찮은 같아 장바구니에만 담아두고 구매 안 했었는데 동생이 시킨 세럼에 샘플로 15 크림이 같이와서 사용해보니 피부 좋아져서 구매했어요 60짜리 더 주는거 사려다가 집에 크림도 많고 여행도 가서 샘플 필요해서 구성으로 구매했어요,"처음에, 친구가",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
이거 레전드 양도 많고 촉촉한데 쫀쫀하면서 최고에요 양도 많은데 가격도 11 이라서 혜자입니다 발랐는데 건조하다 느껴지면 여려번 덧발라주심 돼요 앞으로 크림은 이것만 쓰려구여,"이거, 레전드",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
언니가 추천해줘서 구매해본 제품인데 끈적임이 적고 가벼워서좋아요,"언니가, 추천해줘서",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
올영에서 1등하는 수분크림이라 해서 구매 했다가 재구매 있어요 성분도 자극적이거나 하지 않았고 촉촉하고 화장이 밀리지 않아요 건조하신분들에게는 약간은 건조 함이 있겠지만 듬뿍 바르면 돼요 저는 튜브 타입이라 마음에 들어요 휴대하고 짜서 쓰기 편하고 이튜브 뭐지 옆구리 터짐도 없어서 크림이 세거나 하지 않나요 튜브형 제형 재질 바꾸지 마세요,"올영에서, 1등하는",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
,nan,에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
처음써보는건데 흡수율이 조았으면 지속력도 오래가면 좋겠습니다,"처음써보는건데, 흡수율이",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
3개째 사용하고 있어요 넘촉촉하고 수분이 가득한게 느껴져요,"3개째, 사용하고",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
화잘먹 크림 전에도 구매해서 잘 쓰는데 기획 싸고 좋아서 더 쟁겼습니다,"화잘먹, 크림",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
겨울용 수분크림으로 장만했어요 번들거리지 않으면서 촉촉한 효과를 기대하며 구입했는데 선택은 옳았습니다 기초 후 메이크업을 하다보면 건조해지거나 번들거려지거나 중 하나였는데 중간을 지켜줍니다 제형은 가볍지만 보습력은 결코 가볍지 않은 외유내강적절한 비유인지 모르겠으나ㅋ 크림,"겨울용, 수분크림으로",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
예전에 구매했었는데 가격이 저렴해서 재구매 했습니다 화장 전에 발라보려합니자,"예전에, 구매했었는데",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
여기꺼 세럼 잘 쓰고 있어서 항상 수분크림도 상위권이라 궁금해서 사봤는데 괜찮은 거 같아요,"여기꺼, 세럼",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
그냥그냥 많이사서 나눠주고 추천하고 쓰고쓰는 아이템 찐 스쿠알란 든 제품,"그냥그냥, 많이사서",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
꾸덕촉촉해서 조아여 물같지도 않고 크림질감입니다 지성인 분들은 안 쓰는게 나을지도,"꾸덕촉촉해서, 조아여",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
여름엔 괜찮을듯한데 겨울엔 가볍네요 다른보습크림 발라야해요,"여름엔, 괜찮을듯한데",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
수분크림치고 보습감있게 발려요 발림성은 가볍고 화장도 잘 먹습니다,"수분크림치고, 보습감있게",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
에스네이쳐 재구매입니다 지인부탁으로 산건대로 촉촉하고 만족하다 하네요 할인때 샀습니다,"에스네이쳐, 재구매입니다",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정"
건성 지성 피부 타입건성 아토피 건선 만족한 점 피부 장벽을 튼튼하게 해주는 세라마이드 콜레스테롤 지방산 3가지 성분 다 담고 있는 보습 크림 찾기 힘든데 에스트라 크림은 세 성분 다 캡슐 알갱이 형태로 크림 제형 사이사이에 콕콕 박혀있어요 제품 구매 후 제가 다니는 피부과에서도 판매 중인 걸 뭔가 제품성이 더 보장된 느낌도 들었어요 발림성도 부드럽고 바른 직후뿐만 아니라 일정 지난 후에도 속건조 싹 잡아줘요 아쉬운 점 보습력에 충실한 제품이다 보니 유분감이 느껴지고 모공을 막아 트러블을 유발할 수도 있는 성분이 포함되어 있어서 지성 피부 타입이신 분들에겐 추천하기가 힘들 같아요 화장할 화장이 떠서 각질이 부각되면 물리적 화학적 각질 제거보다는 보습력이 좋은 크림으로 각질을 잠재우면서 피부장벽을 튼튼하게 만들어 주는 방법을 추천드려요 피부의 각질층은 외부 환경으로부터 피부를 보호하는 역할을 하기 자주 반복되는 각질 제거는 피부에 자극을 줄 수도 있을뿐더러 일시적인 방편일 뿐 근본적인 해결법은 아니기 때문이에요,"건성, 지성",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
아 지성들은 안 쓰는 게 좋을듯 유분 철철 이거 쓰고 이마 다 뒤집히고 뾰루지 개많이남 바른 직후에는 되게 산뜻하게 마무리되는듯 싶더니 5분만 지나도 유분올라와서 미끌미끌거림 느낌 싫어하는 사람으로써 다신 안 쓸거같음,"지성들은, 쓰는",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
겨울철 필수 템 속건조 사악 잡아주고 민감해진 피부에 보호막을 형성해주어서 피부따끔거림가려움건조함 잡아줍니다 특히 추운날 건조함에 갈라진 수정화장시 면봉에 발라 톡톡 스며들게 한 후 화장하면 제품을 발랐을때보다 들뜸이 적고 화장이 오래가요다량 바를시 들뜸주의 같은라인 에센스사용 후 크림 발라주면 환상의 조합 개인적으로 저녁에 바르고 자기를 추천메이크업 전 바르면 과해서인지 들뜸이슈가 많았음 파워건성은 사용해도 무관할 같음 피부 쩌억쩌억 갈릴때마다 계절이 바뀔때 기초라인을 사용해야할지 모르겠을때 꼭 사용해 보길 바랍니다,"겨울철, 필수",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
겨울에는 에스트라 크림까지 사용하고있어요 자극없고 보습력도 좋아서 꾸준히 사용하고잇는 제품이에요,"겨울에는, 에스트라",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
속건조 잡아줘서 겨울되면 이크림 사용해요 촉촉하고 피부에 자극없어요,"속건조, 잡아줘서",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
안녕하세요 에스트라쳐돌이입니다 에스트라 제품없애면 1인시위하러갈거에요 처음 쓰게된건 에이시카였는데 피부가 한창 뒤집어졌을때 자극없이 쓰기좋은 젤크림입니다 말은 젤크림인데 발리고나면 날라가지않는 젤크림이라 적당한수분감진정에 효과봤구요 그다음은 리제덤라인이었는데 사세요 캡슐때문에 흡수될때까지 잘 두드려주시고 다음날 일어나면 도자기피부마냥 코팅되어있을거에요 샘플로 먼저써본 아토베리어크림 이거 저자극으로 트러블피부분들이 수분크림으로 많이쓰시길래 기대안했는데 뭐죠 리제덤과 동일하게 캡슐알갱이같은게 있는데 얘는 피부속까지 깊게 흡수가됩니다 리제덤쓰고 이거써보면 아 확실히 수분감은 차이나네를 느낄수있어요 피부타입은 아무나 바를수있다가 맞는데 얼굴에 기름이 폭발하시는분들은 로션쪽이 괜찮으실듯 로션도 선물받아서써봤는데 가볍고 좋아요 건성들이 덜건조한 여름에 바르기좋아요 뭔가 두서없는 에스트라 찬양글같은데 맞구요 사랑해요 에스트라 저는 겨울에 몸에 로션 얼굴에 크림발라요ㅎ,"안녕하세요, 에스트라쳐돌이입니다",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
크림증정 기획 부탁드립니다 집에 에센스가 쌓여있어요 여행용 증정 나오면 좋겠어요,"크림증정, 기획",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
건성과 민감성의 구원템 이것만 쓰는데요두껍게 올려서 팩처럼 써도 좋아요,"건성과, 민감성의",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
에스트라 크림 크림은 늦가을 겨울되면 돌아오는 같네요 겨울엔 꾸준히 사용하는 크림이에요 트러블 무난하게 사용하기 좋아요,"에스트라, 크림",에스트라 아토베리어365 크림,"복합성, 건성, 지성","주름, 미백, 보습, 진정"
